,,,,Time_Name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
,,,,Time,YR1950,YR1951,YR1952,YR1953,YR1954,YR1955,YR1956,YR1957,YR1958,YR1959,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024,YR2025,YR2026,YR2027,YR2028,YR2029,YR2030,YR2031,YR2032,YR2033,YR2034,YR2035,YR2036,YR2037,YR2038,YR2039,YR2040,YR2041,YR2042,YR2043,YR2044,YR2045,YR2046,YR2047,YR2048,YR2049,YR2050
Country,Country_Name,Series,Series_Name,SCALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,Thailand,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27327777,26643063,25959307,25278491,24602768,23933741,23272736,22621496,21981278,21353061,20738596,20138691,19555134,18989845,18443602,17917962,17414389,16933306,16476318,16045284,15641367,15265589,14918679,14601973,14316529,14062787,13841921
THA,Thailand,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44340234,44976800,45600307,46209665,46804226,47382452,47942286,48482525,49001011,49494892,49963058,50402194,50811360,51190192,51535435,51845971,52120613,52355165,52549033,52702799,52815163,52884563,52908632,52887385,52820209,52704530,52540814
TJK,Tajikistan,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10590927,10786734,10978599,11168389,11356922,11545286,11733068,11920473,12110151,12302285,12496889,12695585,12899094,13104343,13308240,13511368,13713947,13915196,14115137,14311605,14504869,14694862,14879388,15059869,15236597,15408033,15574642
TJK,Tajikistan,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7818349,7964411,8108074,8250776,8393182,8536162,8679476,8823347,8969809,9119075,9271239,9427591,9588760,9752560,9916781,10081949,10248322,10415414,10583335,10750559,10917378,11083834,11248360,11412113,11575403,11737146,11897778
TJK,Tajikistan,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772578,2822323,2870525,2917613,2963740,3009124,3053592,3097126,3140342,3183210,3225650,3267994,3310334,3351783,3391459,3429419,3465625,3499782,3531802,3561046,3587491,3611028,3631028,3647756,3661194,3670887,3676864
TKM,Turkmenistan,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7494498,7618847,7736632,7847554,7951288,8047434,8135729,8218959,8300253,8380351,8459728,8538668,8617559,8696447,8775200,8853839,8932231,9010272,9087662,9164051,9239269,9312822,9384182,9452887,9518553,9580901,9639708
TKM,Turkmenistan,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3965524,4029962,4090887,4148145,4201570,4250952,4296158,4338663,4380121,4420922,4461320,4501463,4541556,4581625,4621600,4661492,4701231,4740763,4779930,4818549,4856532,4893619,4929534,4964036,4996924,5028055,5057313
TKM,Turkmenistan,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528974,3588885,3645745,3699409,3749718,3796482,3839571,3880296,3920132,3959429,3998408,4037205,4076003,4114822,4153600,4192347,4231000,4269509,4307732,4345502,4382737,4419203,4454648,4488851,4521629,4552846,4582395
TLS,Timor-Leste,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400638,1418517,1436923,1456334,1476843,1498109,1519804,1540656,1559707,1578117,1597444,1618798,1639719,1659330,1678953,1698887,1718249,1736472,1755842,1776065,1793755,1809633,1825545,1841554,1858307,1873844,1889249
TLS,Timor-Leste,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999158,1010177,1020775,1031263,1041674,1051732,1061174,1069081,1074779,1079062,1082974,1087220,1090100,1091019,1090842,1089737,1087113,1082609,1077639,1071970,1063545,1052845,1040966,1027926,1014057,998270,981162
TLS,Timor-Leste,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401480,408340,416148,425071,435169,446377,458630,471575,484928,499055,514470,531578,549619,568311,588111,609150,631136,653863,678203,704095,730210,756788,784579,813628,844250,875574,908087
TON,Tonga,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104175,103742,103291,102896,102565,102281,102072,101924,101838,101807,101802,101829,101893,101997,102174,102371,102565,102797,103041,103303,103611,103930,104234,104502,104743,104972,105195
TON,Tonga,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82141,81794,81428,81101,80818,80564,80361,80195,80067,79969,79878,79797,79729,79674,79658,79636,79591,79551,79497,79430,79371,79291,79169,78987,78752,78473,78154
TON,Tonga,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22034,21948,21863,21795,21747,21717,21711,21729,21771,21838,21924,22032,22164,22323,22516,22735,22974,23246,23544,23873,24240,24639,25065,25515,25991,26499,27041
TTO,Trinidad and Tobago,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368333,1371398,1373370,1374376,1374601,1374114,1373095,1371554,1369466,1366960,1364000,1360636,1356911,1352831,1348432,1343648,1338552,1333113,1327358,1321282,1314981,1308456,1301793,1294909,1287880,1280663,1273307
TTO,Trinidad and Tobago,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629966,631260,632033,632342,632272,631854,631169,630221,628998,627558,625884,623998,621919,619649,617205,614555,611732,608722,605537,602174,598676,595044,591317,587457,583497,579419,575245
TTO,Trinidad and Tobago,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738367,740138,741337,742034,742329,742260,741926,741333,740468,739402,738116,736638,734992,733182,731227,729093,726820,724391,721821,719108,716305,713412,710476,707452,704383,701244,698062
TUN,Tunisia,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12277109,12348573,12415138,12476097,12531992,12582708,12628142,12669921,12709149,12746529,12781010,12812269,12842491,12872060,12900189,12927306,12953864,12979693,13005236,13030303,13054102,13076089,13095745,13113222,13127665,13138145,13145141
TUN,Tunisia,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3639115,3617770,3592934,3564410,3532363,3496774,3457632,3415397,3370367,3322717,3272164,3218626,3162651,3104307,3043382,2979959,2914118,2845795,2775058,2701838,2625945,2547260,2465684,2381256,2293834,2203294,2109765
TUN,Tunisia,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8637994,8730803,8822204,8911687,8999629,9085934,9170510,9254524,9338782,9423812,9508846,9593643,9679840,9767753,9856807,9947347,10039746,10133898,10230178,10328465,10428157,10528829,10630061,10731966,10833831,10934851,11035376
TUR,Turkiye,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85518661,85729312,85983224,86258088,86532104,86792888,87060008,87306032,87531456,87746440,87943704,88132712,88317408,88487512,88633544,88765728,88876672,88972120,89055224,89112920,89155680,89173968,89192704,89179552,89139376,89064184,88959016
TUR,Turkiye,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9112601,9006670,8903567,8807884,8717321,8630638,8549789,8472073,8397591,8327346,8260660,8198430,8141007,8087425,8036818,7990114,7946630,7906864,7871064,7838040,7808679,7782102,7760428,7740781,7723523,7707868,7694470
TUR,Turkiye,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76406060,76722642,77079657,77450204,77814783,78162250,78510219,78833959,79133865,79419094,79683044,79934282,80176401,80400087,80596726,80775614,80930042,81065256,81184160,81274880,81347001,81391866,81432276,81438771,81415853,81356316,81264546
TUV,Tuvalu,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9646,9492,9362,9257,9171,9103,9047,9010,8988,8973,8973,8980,8992,9014,9048,9094,9140,9187,9246,9312,9377,9438,9502,9575,9648,9714,9781
TUV,Tuvalu,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3403,3280,3166,3062,2965,2874,2786,2705,2627,2551,2478,2406,2334,2264,2195,2127,2057,1985,1914,1842,1768,1690,1611,1530,1447,1359,1269
TUV,Tuvalu,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6243,6212,6196,6195,6206,6229,6261,6305,6361,6422,6495,6574,6658,6750,6853,6967,7083,7202,7332,7470,7609,7748,7891,8045,8201,8355,8512
TWN,"Taiwan, China",SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23412899,23307410,23204812,23099802,22994536,22886170,22772148,22651274,22525480,22394242,22254498,22109924,21959966,21802698,21641934,21475496,21304408,21128264,20947366,20762854,20576070,20383184,20191566,19994930,19798742,19598338,19397958
TWN,"Taiwan, China",SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4938187,4912584,4885046,4853758,4818491,4777983,4731054,4673830,4629787,4596649,4561870,4526706,4491015,4454377,4417542,4380039,4342047,4303457,4264302,4224785,4185153,4144599,4104594,4063834,4023404,3982329,3941456
TWN,"Taiwan, China",SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18474712,18394826,18319766,18246044,18176045,18108187,18041094,17977444,17895693,17797593,17692628,17583218,17468951,17348321,17224392,17095457,16962361,16824807,16683064,16538069,16390917,16238585,16086972,15931096,15775338,15616009,15456502
TZA,Tanzania,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68560157,70545865,72563780,74604808,76670492,78773195,80913124,83087938,85293133,87520493,89788678,92091429,94420812,96775777,99156471,101567530,103999359,106448480,108926277,111433794,113966272,116525473,119109675,121721027,124351302,126981406,129621102
TZA,Tanzania,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43763014,44526214,45264473,45970034,46641847,47285267,47898005,48476219,49014850,49506845,49960361,50369179,50726363,51028865,51274252,51462322,51585567,51639818,51628069,51547978,51394492,51165596,50857657,50468689,49992381,49418567,48748913
TZA,Tanzania,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24797143,26019651,27299307,28634774,30028645,31487928,33015119,34611719,36278283,38013648,39828317,41722250,43694449,45746912,47882219,50105208,52413792,54808662,57298208,59885816,62571780,65359877,68252018,71252338,74358921,77562839,80872189
UGA,Uganda,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50015092,51384894,52761469,54144272,55532558,56922790,58312940,59703535,61089056,62464107,63833868,65205574,66573733,67942632,69312208,70669875,72020418,73372653,74730004,76090990,77449521,78797992,80139175,81478502,82812095,84130053,85431202
UGA,Uganda,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34371487,34972582,35565582,36150824,36728569,37297313,37856664,38407962,38948724,39476707,39996451,40513691,41026210,41537920,42050047,42556322,43061117,43571148,44089840,44617741,45152774,45692109,46239025,46798326,47369468,47948540,48536855
UGA,Uganda,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15643605,16412312,17195887,17993448,18803989,19625477,20456276,21295573,22140332,22987400,23837417,24691883,25547523,26404712,27262161,28113553,28959301,29801505,30640164,31473249,32296747,33105883,33900150,34680176,35442627,36181513,36894347
UKR,Ukraine,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37860221,38980376,39535849,39245209,38952090,38654410,38353853,38050627,37746691,37442089,37135845,36828147,36519766,36209677,35897707,35584260,35270911,34957579,34641775,34324131,34004077,33680445,33351501,33017829,32680966,32338511,31990132
UKR,Ukraine,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11535417,11851791,11992326,11872970,11750309,11623798,11494032,11361157,11225843,11088182,10947966,10805334,10660595,10513531,10364177,10212736,10059744,9905252,9748640,9590173,9429784,9267244,9102181,8934869,8765832,8594537,8421020
UKR,Ukraine,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26324804,27128585,27543523,27372239,27201781,27030612,26859821,26689470,26520848,26353907,26187879,26022813,25859171,25696146,25533530,25371524,25211167,25052327,24893135,24733958,24574293,24413201,24249320,24082960,23915134,23743974,23569112
URY,Uruguay,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3386588,3384688,3382537,3380240,3377890,3375427,3372887,3370279,3367540,3364648,3361586,3358282,3354673,3350732,3346423,3341666,3336459,3330796,3324635,3317934,3310608,3302675,3294200,3285154,3275505,3265251,3254354
URY,Uruguay,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149071,147108,145091,143024,140908,138740,136520,134247,131917,129528,127077,124562,121979,119326,116601,113801,110925,107974,104945,101837,98648,95379,92032,88607,85104,81524,77867
URY,Uruguay,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3237517,3237580,3237446,3237216,3236982,3236687,3236367,3236032,3235623,3235120,3234509,3233720,3232694,3231406,3229822,3227865,3225534,3222822,3219690,3216097,3211960,3207296,3202168,3196547,3190401,3183727,3176487
USA,United States,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340110988,341807872,343406112,344953696,346506912,347988928,349445856,350874240,352281728,353665760,355043520,356381280,357692032,358985536,360265824,361489536,362685952,363850400,365024736,366140256,367215008,368269312,369287872,370316320,371308480,372299904,373286496
USA,United States,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67597808,67704711,67741162,67716141,67640129,67497550,67296926,67037091,66719025,66341763,65908044,65411138,64853092,64235286,63558016,62813312,62006122,61135393,60207824,59211727,58150064,57025947,55836843,54589447,53276594,51903280,50468480
USA,United States,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272513180,274103161,275664950,277237555,278866783,280491378,282148930,283837149,285562703,287323997,289135476,290970142,292838940,294750250,296707808,298676224,300679830,302715007,304816912,306928529,309064944,311243365,313451029,315726873,318031886,320396624,322818016
UZB,Uzbekistan,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36361859,37053428,37724223,38376103,39010990,39634351,40248241,40850310,41442241,42026363,42603249,43175102,43744386,44313637,44885867,45461997,46044152,46636743,47240036,47851669,48470625,49096063,49724393,50351710,50975933,51596111,52210755
UZB,Uzbekistan,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17817795,18149751,18460155,18749413,19017995,19268121,19500357,19713148,19906921,20082416,20239535,20378961,20501482,20607899,20699201,20775371,20836925,20885355,20920226,20939935,20943497,20930017,20897457,20843735,20767612,20668364,20545091
UZB,Uzbekistan,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18544064,18903677,19264068,19626690,19992995,20366230,20747884,21137162,21535320,21943947,22363714,22796141,23242904,23705738,24186666,24686626,25207227,25751388,26319810,26911734,27527128,28166046,28826936,29507975,30208321,30927747,31665664
VCT,St. Vincent and the Grenadines,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100616,99924,99245,98591,97985,97409,96856,96334,95834,95362,94918,94484,94077,93699,93336,92984,92650,92329,91995,91648,91308,90955,90577,90180,89772,89365,88942
VCT,St. Vincent and the Grenadines,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52473,51979,51494,51023,50578,50149,49733,49334,48946,48574,48216,47864,47526,47203,46888,46579,46279,45986,45686,45380,45078,44770,44449,44120,43785,43452,43111
VCT,St. Vincent and the Grenadines,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48143,47945,47751,47568,47407,47260,47123,47000,46888,46788,46702,46620,46551,46496,46448,46405,46371,46343,46309,46268,46230,46185,46128,46060,45987,45913,45831
VEN,"Venezuela, RB",SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28405543,28516896,28633711,28758567,28885164,29014445,29151810,29295749,29442536,29587102,29735158,29883329,30020165,30146549,30268329,30386291,30495443,30590202,30674533,30749668,30813812,30871487,30923464,30974369,31021604,31059956,31094883
VEN,"Venezuela, RB",SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043410,3045059,3047264,3050293,3053474,3056908,3061161,3066069,3071240,3076146,3081384,3086605,3090633,3093572,3096035,3098109,3099292,3099030,3097742,3095562,3092323,3088490,3084147,3079763,3075083,3069598,3063856
VEN,"Venezuela, RB",SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25362133,25471837,25586447,25708274,25831690,25957537,26090649,26229680,26371296,26510956,26653774,26796724,26929532,27052977,27172294,27288182,27396151,27491172,27576791,27654106,27721489,27782997,27839317,27894606,27946521,27990358,28031027
VGB,British Virgin Islands,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39471,39732,39936,40110,40288,40450,40592,40707,40809,40910,40995,41072,41150,41174,41181,41209,41200,41196,41173,41123,41057,40971,40873,40761,40650,40517,40340
VGB,British Virgin Islands,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17167,16928,16651,16351,16039,15710,15361,14990,14604,14206,13793,13365,12928,12464,11985,11503,11002,10494,9972,9436,8889,8330,7763,7188,6607,6017,5416
VGB,British Virgin Islands,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22304,22804,23285,23759,24249,24740,25231,25717,26205,26704,27202,27707,28222,28710,29196,29706,30198,30702,31201,31687,32168,32641,33110,33573,34043,34500,34924
VIR,Virgin Islands (U.S.),SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104377,103513,102634,101846,101106,100429,99748,99080,98457,97856,97238,96610,96013,95415,94850,94286,93713,93166,92613,92098,91553,91014,90520,90022,89565,89122,88701
VIR,Virgin Islands (U.S.),SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873,4773,4674,4579,4487,4398,4310,4223,4138,4055,3972,3888,3806,3725,3645,3566,3487,3409,3332,3256,3179,3103,3029,2955,2883,2811,2740
VIR,Virgin Islands (U.S.),SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99504,98740,97960,97267,96619,96031,95438,94857,94319,93801,93266,92722,92207,91690,91205,90720,90226,89757,89281,88842,88374,87911,87491,87067,86682,86311,85961
VNM,Viet Nam,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100987686,101598527,102177431,102727395,103255744,103761156,104254902,104737911,105204400,105656310,106097520,106530676,106945841,107346042,107732021,108097656,108437635,108752199,109040311,109292561,109506264,109685398,109827659,109930239,109994024,110018019,110008908
VNM,Viet Nam,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62117455,62147904,62156025,62144132,62117105,62074555,62023600,61965095,61895932,61817602,61732698,61643048,61543211,61435287,61320040,61194339,61055582,60904339,60740463,60559176,60359509,60144175,59912401,59663164,59397454,59115231,58820559
VNM,Viet Nam,SP.URB.TOTL,Urban population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38870231,39450623,40021406,40583263,41138639,41686601,42231302,42772816,43308468,43838708,44364822,44887628,45402630,45910755,46411981,46903317,47382053,47847860,48299848,48733385,49146755,49541223,49915258,50267075,50596570,50902788,51188349
VUT,Vanuatu,SP.POP.TOTL,"Population, total",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327777,335169,342564,349967,357404,364887,372428,380023,387658,395374,403186,411063,419012,427042,435152,443315,451512,459740,468010,476311,484642,492990,501326,509628,517894,526146,534388
VUT,Vanuatu,SP.RUR.TOTL,Rural population,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254726,260353,265917,271408,276829,282172,287427,292570,297570,302437,307157,311682,315992,320065,323873,327364,330494,333229,335543,337394,338745,339550,339753,339300,338151,336283,333655
